Inventory Levels,Lead Time (days),Supplier Reliability (%),Economic Indicator (GDP Growth %),Marketing Spend ($),Price Fluctuation (%),Competitor Pricing ($),Customer Sentiment,Seasonality,Transportation Costs ($),Stockouts (Binary),Promotions and Discounts (%),Product Quality (%),Holiday Spike,Demand
152,5,80.7084473683709,4.918911925884536,11442,1.6283421116404106,91.37218173203716,0.6805606661388378,2,6827,0,40.30058552442422,91.77313140873332,1,493.88034303292176
485,29,86.58102730739742,1.39751288211921,9252,-7.882935282441823,16.1783799533085,0.29955631961489726,1,1546,1,12.66037408211787,89.71195547598836,0,404.8176107390318
398,4,98.6317897663798,-1.1429627114874128,28586,7.460387880594322,99.27002763527425,0.4577438171662134,1,2676,1,12.446449385729686,91.96912576658397,0,493.73584501849206
320,10,94.70425309046905,3.076298836191736,18568,0.4628604139433037,95.62571757811955,0.09555910395833522,0,2838,1,29.51904826019304,80.66216220287006,0,461.3847880022066
156,24,85.62781921155053,0.26107838870349687,21810,3.993798181174169,22.331881903268858,0.8981464448201008,0,1000,0,3.5059022873494827,94.61489333973566,0,462.03063223034894
121,17,85.0529818792177,4.979547099571632,2551,-1.7828581631900704,58.382616312330924,0.9354248244485341,2,2733,1,1.3148863342334283,71.34120794256586,0,386.8636896387039
238,10,80.10164279636052,4.858477204981654,13625,1.2115961800209725,26.64282677204299,0.9798035353809381,1,5108,0,13.051433264672463,92.66293301866082,1,517.4708196717886
70,17,93.91428585699501,2.592938126144065,35397,8.853183539332608,48.533965572710784,0.8685528307858377,1,7734,0,26.903377536741136,78.01215824047263,0,512.8625304452034
152,28,80.97567163346346,-1.091214857337977,27249,-8.345319207526584,15.528261633384941,0.17396088769622553,1,8472,1,45.38081931126136,84.30513324574214,1,426.94163202789366
171,20,90.65205038801524,2.8080269837252034,2361,-4.921244561526077,30.153212901693056,0.046196483201628835,2,7110,0,42.32175881536534,94.67908814671662,0,407.27675528711995
264,24,99.242439451841,-1.3487865947798094,27149,5.599766538210886,42.69455167590096,0.579596727412674,1,1100,1,24.52232299604877,78.1407710557341,0,498.36318884593345
380,5,82.18937720108907,-1.7944508862832538,5370,-8.025255862346683,49.478275022144935,0.9126050268831104,0,4784,1,1.8525996846746384,75.5562253493168,0,400.6135410392814
137,2,97.88959861936135,3.760709123550402,6283,-8.486777921917783,97.97466323880039,0.17735136165974286,2,9680,0,26.762636731465456,90.43939556043652,1,457.88154592035255
422,6,99.82950670290097,-0.5317293662142304,8610,-2.7691720249192286,82.70790811155831,0.0070429146241418605,0,4983,1,35.23977999626477,86.00184674520413,0,456.55474874215093
149,21,81.23034052478471,0.653189883533682,44326,-8.156640830551353,76.36689498807516,0.8054960460322443,0,6401,0,16.958226626251687,85.43211606238553,0,465.0096195375677
409,2,97.65812538274923,4.814201729833212,15924,1.7015688441240613,58.333718326777685,0.076795684286734,2,6629,0,5.553165164082735,77.7030854661374,1,465.5355499235518
201,13,90.32158040887234,0.3578835130277227,48607,-5.474494983668004,85.5997984543909,0.4137060319100304,0,2254,1,13.92839766028297,71.04640917460083,0,462.5117973593025
180,11,98.13027438889159,0.07542846898320699,45717,7.913959263987447,40.539055209013995,0.678887337188785,1,2964,1,38.5794432233907,82.30807414995151,0,535.237362722474
199,11,91.42637883839149,4.427455997359426,11626,5.670001616905134,73.80092014959845,0.23679758545618013,2,4982,1,17.562191614166416,73.19678441403303,0,428.6199128324824
358,16,93.24224020213128,-1.2247608827672933,35761,3.9941041219895226,99.44055778403549,0.0839625634467267,0,9544,1,40.599074534285506,97.17967451947607,0,420.93695334408596
307,11,90.87557815994799,3.3170768708024223,1869,2.3388805476900387,38.31660180416789,0.7700212284558287,1,7900,0,15.976072590373791,71.23750970415192,0,454.2024191661443
393,19,97.28985760614697,4.916458966569418,32552,7.269314606829266,70.66157813955707,0.6301750848870414,1,7306,0,8.177751920690907,82.94952562553144,0,483.6874044667172
463,15,94.67819837907403,4.309072075422542,2014,-5.538758769144863,85.98833777371442,0.9884904844868048,0,9143,0,21.79241797568041,71.56736751102484,0,461.73312625789714
343,25,90.4252062436083,2.561675430944981,11103,7.462176855284554,92.4226825015605,0.3443080333199593,1,7896,1,22.613725614456946,72.86631623694299,0,413.3546303019421
435,23,97.36321608103094,0.19842556494912378,17986,5.789845968481046,74.61394218460916,0.0617623862901997,2,7838,0,0.8054109274668486,89.76600000766067,0,382.4941252206444
241,23,84.9057106451067,-0.21974613175178304,45781,4.963216527753712,35.52471310754226,0.7343500353352957,0,5741,0,5.852253635316307,89.41333782922284,0,454.8299275496539
493,16,83.14681319405052,3.734785734100228,31471,1.2251135614984818,39.36539364120518,0.5217334188532456,1,7894,1,9.246300938640871,70.9915658463832,1,436.4096710733262
326,11,83.20800210660144,4.158753397661867,34458,-5.075116780587998,11.86822289115678,0.21320393138913507,1,6937,1,5.679365868933744,70.0339442536261,1,427.15943502167374
210,22,86.68017757490476,1.6780443878198499,26069,-1.5290416801620736,78.47973799043586,0.7817289890047594,0,5195,1,17.07630377106819,72.36454231728352,0,448.94258384357875
363,16,84.77380062602035,-0.28962041449473697,17873,5.8714130907760325,13.846564545575625,0.20375548584994374,0,3088,0,48.2311427808509,92.88996693135826,0,472.9030118775281
71,8,98.60180701019478,-1.2093975411217852,24248,-9.36443031285351,87.81871191424712,0.2606616548329366,0,2282,1,25.461126916353898,87.53729418254521,0,484.268222762656
302,4,82.11668187657168,-1.3897437251771818,24624,5.641015385275166,20.67945530270849,0.09252855436671914,0,6447,0,31.377801193532324,71.14354735565475,0,455.6917780784409
285,8,93.97981476079175,3.033542131476989,44516,-5.19858519024867,25.468886092233184,0.39943227903085443,2,7094,0,17.81932392615141,84.64291047618482,0,473.5657899717867
394,4,83.78443079570012,0.940831094934075,30061,-7.113815985567939,52.88738237490136,0.41892922393741894,0,4020,0,16.174388082157304,91.36088071163354,0,471.3885522333212
98,24,97.632742655407,4.337519119945092,25170,-7.685973636393957,76.40923736518681,0.5145617903482984,2,3718,0,1.1573385957504179,96.06854183802419,0,431.67032510885167
108,25,99.22630576369815,3.1776991050873455,9024,-9.454999760983698,22.510198467916993,0.7089642671237775,2,4257,0,25.01668278380112,98.02109471977032,0,484.3146018493524
219,3,89.30940017539967,-0.6611770745978931,17678,0.4717297044290589,49.60639675598486,0.9061009286804258,0,4516,1,24.180450337583316,79.823216888622,0,488.8393785867233
237,3,97.58142960456263,2.296441931709893,39256,-5.63480254612541,53.45661469690943,0.13773409888780863,2,3337,0,7.891536309056152,74.07497285239798,0,473.90453469892134
320,27,80.10290341509429,1.0485381807871157,21411,9.788635315592632,29.10570775017322,0.05434809834865706,0,6500,1,38.216200010335186,77.10777762194343,0,400.5716767041349
239,29,96.398938348162,2.0407481153802918,44803,1.488735117444115,20.400253901256857,0.018531233594333285,0,7534,0,24.633716515550148,93.28514476120671,0,452.442119321842
495,18,84.57250323049847,3.1664838633696197,20296,-7.242294612879792,85.27788306870755,0.14362137806881625,1,7809,0,16.949698508078665,99.14452645126931,0,424.4736147447058
224,29,98.17402618538736,3.643371167026536,27293,3.775250816227306,55.2219084786489,0.6579494857816259,0,4739,1,7.3454454511463485,83.99180852081142,1,477.08069509542736
495,26,80.02240222960219,3.9061612848470695,28172,7.954871330194507,11.294311238573767,0.7274770779964966,1,4928,0,27.60804134855062,79.1605964064337,0,482.7052045405284
100,19,91.12363470079514,-0.22217587799582694,22128,4.903589907392288,82.26831711781935,0.7865057135281222,2,4650,0,37.64085130444049,82.87571745880103,0,499.0746155579482
413,19,95.1327160756987,-1.7821908005784963,19257,-8.471202779211048,98.27144248731264,0.24370821190434266,1,1946,1,14.099967634248584,79.14439433935397,0,443.6508719177325
104,21,85.17376661395816,3.1750631461534127,13855,7.91768362385319,64.53335758728227,0.3058948132615199,2,6968,1,10.939717578836127,77.69462569621463,0,388.04740521868496
293,5,83.86265729174586,-1.2555939162095777,20642,5.878587717199295,55.33375483756637,0.48313464556549945,0,6290,0,26.09674820322885,87.81252257221539,0,473.64944394687086
369,18,81.6819644893597,0.20443712029077332,36585,-6.833921997887713,89.05742767404655,0.0631830968602265,2,4675,0,7.7671651255008465,70.47207941120634,0,409.9154938419633
