Date,Demand
2019-01-01,0.08377107644183451
2019-01-02,0.1405549811724883
2019-01-03,0.1201515057724297
2019-01-04,0.1080384440435023
2019-01-05,0.0658899155728147
2019-01-06,0.06671959814714779
2019-01-07,0.05804266716872111
2019-01-08,0.13733993162406213
2019-01-09,0.11242845752461142
2019-01-10,0.12363900718718909
2019-01-11,0.05770379748678131
2019-01-12,0.15070586795919724
2019-01-13,0.1381738417092788
2019-01-14,0.07877304299339505
2019-01-15,0.07661988615610521
2019-01-16,0.07757945843721092
2019-01-17,0.09011548204021314
2019-01-18,0.112326268135816
2019-01-19,0.10410771717066966
2019-01-20,0.09123286240530668
2019-01-21,0.1231507529446447
2019-01-22,0.07806230882286166
2019-01-23,0.09365906233906326
2019-01-24,0.1016341065570581
2019-01-25,0.11110759661397338
2019-01-26,0.14382140468438
2019-01-27,0.08771751540494271
2019-01-28,0.11900624986925154
2019-01-29,0.1273349859486285
2019-01-30,0.07505036404335613
2019-01-31,0.13025768217246006
2019-02-01,0.08853740463486542
2019-02-02,0.07900402116588628
2019-02-03,0.16552782182560785
2019-02-04,0.16784662120889796
2019-02-05,0.15326312055533234
2019-02-06,0.10502022244379342
2019-02-07,0.08559309871243176
2019-02-08,0.143208939505752
2019-02-09,0.12015780474331425
2019-02-10,0.08990860889170682
2019-02-11,0.12677302295856654
2019-02-12,0.08265084747388732
2019-02-13,0.16822181617438306
2019-02-14,0.10565450435865006
2019-02-15,0.1454514620496131
2019-02-16,0.11196854455433466
2019-02-17,0.1327722895317888
2019-02-18,0.13592035820805456
2019-02-19,0.10133323410257752
2019-02-20,0.17807248534920786
2019-02-21,0.15971886495184864
2019-02-22,0.1761964232345121
2019-02-23,0.17236435066279163
2019-02-24,0.14402588002310543
2019-02-25,0.1759673314689056
2019-02-26,0.0955138775051641
2019-02-27,0.10641025159229997
2019-02-28,0.0922179991524541
2019-03-01,0.11985131426552867
2019-03-02,0.12642454327583133
2019-03-03,0.11544113232413836
2019-03-04,0.16996234219777143
2019-03-05,0.12451534991618743
2019-03-06,0.11752448948816765
2019-03-07,0.14330085640547988
2019-03-08,0.10463288770948168
2019-03-09,0.16917690860115256
2019-03-10,0.09883905092108
2019-03-11,0.18773557563897933
2019-03-12,0.16718533676146644
2019-03-13,0.11177247162802759
2019-03-14,0.09327783707260373
2019-03-15,0.17217703327170933
2019-03-16,0.16186887641621875
2019-03-17,0.16424352803558548
2019-03-18,0.16855735875937475
2019-03-19,0.10105042263750616
2019-03-20,0.12885061411860474
2019-03-21,0.10546157462004277
2019-03-22,0.17817427806423583
2019-03-23,0.1550280083159246
2019-03-24,0.12676040469183672
2019-03-25,0.10091200923028493
2019-03-26,0.1250345879929309
2019-03-27,0.12649614269055812
2019-03-28,0.16583519951406353
2019-03-29,0.1569508803046585
2019-03-30,0.18123278092917658
2019-03-31,0.1409602965584653
2019-04-01,0.10673045463764944
2019-04-02,0.16437228503967585
2019-04-03,0.1689706188867399
2019-04-04,0.14956538515165765
2019-04-05,0.16988024099401824
2019-04-06,0.14290487474536936
2019-04-07,0.14563934620093674
2019-04-08,0.13630616125571407
2019-04-09,0.09715476243993598
2019-04-10,0.10504480020744203
2019-04-11,0.09748754534976992
2019-04-12,0.15608651578804741
2019-04-13,0.12465312269898485
2019-04-14,0.14333707369571283
2019-04-15,0.18189190105006156
2019-04-16,0.1177683329813107
2019-04-17,0.13319387950162523
2019-04-18,0.16648009964307295
2019-04-19,0.1150861012408371
2019-04-20,0.10008578101738749
2019-04-21,0.12047468975472045
2019-04-22,0.10770851254601363
2019-04-23,0.18203115161354663
2019-04-24,0.1699132542008481
2019-04-25,0.15262205278689203
2019-04-26,0.1753993153744576
2019-04-27,0.16846488441646798
2019-04-28,0.10817730241009085
2019-04-29,0.17635333147407442
2019-04-30,0.14166421467607523
2019-05-01,0.16729414258820166
2019-05-02,0.17548665578460546
2019-05-03,0.11892419621874192
2019-05-04,0.09829089965424634
2019-05-05,0.1092850760933983
2019-05-06,0.12816069406732852
2019-05-07,0.1656424617698716
2019-05-08,0.1693019710307451
2019-05-09,0.08589732465142166
2019-05-10,0.13430610389545114
2019-05-11,0.12472014309949667
2019-05-12,0.1052217122022576
2019-05-13,0.09474879728246008
2019-05-14,0.11533735729639724
2019-05-15,0.17354712581351925
2019-05-16,0.11279472795029674
2019-05-17,0.1311997883968097
2019-05-18,0.14849166705005415
2019-05-19,0.11492856505103646
2019-05-20,0.17336510896499555
2019-05-21,0.1718319894896493
2019-05-22,0.10218796577749173
2019-05-23,0.12537820142623243
2019-05-24,0.10565561761620298
2019-05-25,0.10343505119233101
2019-05-26,0.07868604618649569
2019-05-27,0.1336145572788243
2019-05-28,0.12254703245806545
2019-05-29,0.07803733758485504
2019-05-30,0.09939156897997262
2019-05-31,0.1598175542000281
2019-06-01,0.09416462540586265
2019-06-02,0.08424537059375792
2019-06-03,0.11696930812355591
2019-06-04,0.16441119280924357
2019-06-05,0.09145853763238279
2019-06-06,0.13246730600152637
2019-06-07,0.14039694385238802
2019-06-08,0.08875110520511523
2019-06-09,0.13561681406832096
2019-06-10,0.09984101255671698
2019-06-11,0.12474528927100151
2019-06-12,0.12407740936313563
2019-06-13,0.11379361170932042
2019-06-14,0.5524287343736133
2019-06-15,0.7729946177544268
2019-06-16,0.7524933990120206
2019-06-17,0.07667115532742738
2019-06-18,0.06170737896041828
2019-06-19,0.11431070585453626
2019-06-20,0.1219087872503474
2019-06-21,0.05690495509774493
2019-06-22,0.10419673325039899
2019-06-23,0.07563853678453611
2019-06-24,0.11546560185003898
2019-06-25,0.06891904263161824
2019-06-26,0.11824850806161116
2019-06-27,0.08787677772240848
2019-06-28,0.14044928570522933
2019-06-29,0.0620087957610809
2019-06-30,0.080938454128067
2019-07-01,0.058002795103319044
2019-07-02,0.13593917650176715
2019-07-03,0.1305052770858328
2019-07-04,0.06952444079818795
2019-07-05,0.10772943315599257
2019-07-06,0.12216398966410294
2019-07-07,0.09588817397240176
2019-07-08,0.09257584813292868
2019-07-09,0.06379997699276663
2019-07-10,0.048528052150433376
2019-07-11,0.1257843202801854
2019-07-12,0.12527185885402173
2019-07-13,0.09849370564407273
2019-07-14,0.0691203766898639
2019-07-15,0.06929393972894246
2019-07-16,0.10506561590417288
2019-07-17,0.12087723041863027
2019-07-18,0.11909961593606896
2019-07-19,0.10788885044847121
