Week,Price_Index,Weather_Spikes,Seasonality,Economic_Indicator,Social_Sentiment,Demand
1,94.9816047538945,13.442710948117572,1.0099745579609143,146.99143978146031,0.9694704332753689,232.52224803133177
2,118.02857225639664,15.23239230657435,4.139802099965119,134.21189231357087,0.8655071258939803,258.31480157591864
3,109.2797576724562,4.752750879847993,2.274226612471159,133.83287047111378,0.8170720709492799,234.679296271607
4,103.94633936788146,14.564326972237192,5.997161608599867,96.86931597949703,0.25790282704493983,235.55167748743088
5,86.24074561769746,7.355662654385064,7.315214625861327,91.48195023376653,0.17088758739006582,242.62947298959617
6,86.2397808134481,12.646116611871589,8.07086285632338,77.34070719307063,0.668643219924431,263.7760542707016
7,82.32334448672798,12.670594215217895,13.468838452405361,55.63754966509271,0.9293759891275858,256.7750886370618
8,114.6470458309974,10.71549368149517,10.723306188110048,136.47223762550533,0.5567628930139298,227.01269794282473
9,104.04460046972835,1.805795401088166,6.783439120727255,131.29010091300776,0.5716126894698998,264.9407914841846
10,108.32290311184181,16.70604991178476,9.985044541753092,149.97176732861305,0.2799790936602842,249.11445420121717
11,80.8233797718321,6.415601299434717,10.75803722124749,149.66368370739053,0.7694929331919369,266.76024108470904
12,118.79639408647978,3.7303702079970846,6.559629372727633,105.54317056026275,0.18704374855752337,195.27543503478685
13,113.29770563201687,0.8155028310952783,-0.8276473265940552,126.89874151805105,0.3236792364042437,201.3793612067334
14,88.49356442713105,11.817858863764837,-1.1711376657777777,144.47657298824282,0.4254364386164168,240.6671854966209
15,87.27299868828402,13.55128723684565,-0.07067921372328767,134.96473906774116,0.507610378684455,240.66040646716758
16,87.33618039413736,0.33175657855712304,-6.268358556548369,74.73481017431976,0.24240973241508024,177.06510995794122
17,92.1696897183815,10.24186116598562,-5.928226073300584,95.05441353100935,0.11483682473920354,202.23751764250292
18,100.99025726528951,4.529915503958759,-6.828226506625701,62.9159415151495,0.6106200424416326,192.9908888782671
19,97.27780074568463,12.903455808188998,-11.299844350360036,145.40510272587224,0.28863055324025577,213.22853863279263
20,91.64916560792167,3.487328580099829,-10.077485472153946,110.617463445088,0.5812382214226123,214.91619240412035
21,104.47411578889518,13.81875476204932,-16.367217923419258,72.86428055034628,0.1543627152742023,184.78599537373296
22,85.57975442608168,7.734706926010748,-11.277845519750828,117.17006844058567,0.4811401018548175,243.16961157288674
23,91.68578594140872,18.73459977473469,-8.535324677984912,111.81282404578958,0.5325894325515859,203.4997536162011
24,94.65447373174767,2.750418882919865,-8.854176155098262,85.81627180328405,0.05182353682242691,194.0280859058111
25,98.24279936868143,6.82132702100517,-1.0479092845821727,61.355759219962906,0.3366042781939206,217.4015646362368
26,111.40703845572054,2.2694704248117814,-4.873267956807869,117.15731955927996,0.13441467693897424,154.72922989356587
27,87.98695128633439,18.493872365571256,-0.47483318822583886,102.03077009037932,0.06337497047276774,221.15710153929646
28,100.56937753654447,17.54678706761962,3.0611225599767913,127.23183917356393,0.9899602323899452,269.96595830857336
29,103.6965827544817,5.158832554303112,7.911772822809411,102.01635011119933,0.32235384497472297,191.9910684155034
30,81.8580165087999,13.19968092068358,4.091041576956094,135.218150031854,0.8098744458546349,258.95331215234813
31,104.30179407605753,16.344444004024318,10.812770079257426,105.19068387744855,0.25464065476376385,218.9813612687126
32,86.82096494749166,11.104016231989247,9.531031284990709,106.09379715353862,0.6815027222239293,280.5159131838357
33,82.60206371941118,10.59301156712013,8.011831405460441,137.66536026583452,0.7602278598896866,281.2429996514417
34,117.95542149013333,4.837045818009034,10.776170124737927,90.34828662123971,0.5956387406078443,237.4323004573658
35,118.62528132298237,1.8620553561179842,9.547261612021934,63.40152284506407,0.47157618855015837,207.38307890444239
36,112.33589392465845,17.944315159066534,6.707323615059395,52.8782676313339,0.41184091414726853,205.94775639936844
37,92.18455076693482,18.008361143266608,6.3404868620439565,125.5137255673619,0.3488682665429953,243.49466076827147
38,83.90688456025535,12.66202914546536,3.3583661058052363,112.03095513534646,0.9295291442478258,274.1553442880223
39,107.36932106048627,6.780595820974014,2.041085569689229,120.40797680992236,0.8306194077877291,221.23906298037807
40,97.60609974958405,6.984191492253218,0.7165857743955453,71.29641615089108,0.9650269106665126,246.21716571528876
41,84.88152939379115,14.519113577404788,0.17840240255712425,63.63714755867697,0.12429722348554473,208.4769893299794
42,99.80707640445081,17.942205199051543,-7.678997898148571,51.45446656678819,0.7308674752036443,224.6592759147038
43,81.37554084460874,17.741728485302346,-2.8407398344690025,85.0587558806597,0.9383404568210378,275.05399584213353
44,116.37281608315129,15.597510917152476,-12.496079976717755,108.99176868546331,0.18123306616566015,208.93566740222414
45,90.35119926400068,12.840632923085755,-9.874810249146648,89.22440450997323,0.0664962673667775,195.30849819906916
46,106.50089137415928,1.6827992999009767,-8.810530658741374,93.74749220237291,0.741120649290059,223.8748494296595
47,92.46844304357644,3.2325742818922754,-9.253212270635338,140.41586944937484,0.5744731131799119,205.61018135117055
48,100.80272084711243,17.971083770541586,-10.310854854168905,84.82554670233003,0.8418287767582721,252.0080892161346
49,101.86841117373119,12.128581193191799,-8.198322424513593,101.39894891598108,0.1397723766262895,211.42945675063896
50,87.39417822102108,0.18394103233259296,-7.026610192182469,128.3653012741143,0.7952673118598902,223.27394214749114
51,118.78338511058234,2.029430857320642,-5.122288065021612,89.65427823212701,0.20162732004774453,181.4145258999856
52,111.00531293444459,13.270035382161115,0.08483283329312141,112.20867002278735,0.1636559428657045,194.20094163473493
53,117.57995766256757,0.10123167692437374,1.5238767080754352,136.23637087467452,0.16426579793099294,205.88096767769593
54,115.79309401710594,3.216161028349973,1.8005721051851988,144.95206236576422,0.8145747202313821,231.77716982798572
